"age","net","gun","sex","year","previous","nruns","id"
29,75.98,76.98,"M",2005,4,6,"r2217"
31,NA,75.47,"M",2007,5,6,"r2217"
31,85.9,86.98,"M",2005,0,2,"r2218"
33,NA,93.37,"M",2007,1,2,"r2218"
30,NA,72.2,"M",1999,0,4,"r2219"
31,72.97,74.05,"M",2000,1,4,"r2219"
35,67.93,68.72,"M",2004,2,4,"r2219"
36,67.78,68.2,"M",2005,3,4,"r2219"
24,112.6,116,"M",2002,0,4,"r2220"
25,101.3,107.8,"M",2003,1,4,"r2220"
26,97.82,101.1,"M",2004,2,4,"r2220"
30,NA,87.25,"M",2008,3,4,"r2220"
26,NA,81.42,"M",2007,0,2,"r2221"
27,NA,72.68,"M",2008,1,2,"r2221"
38,75.48,75.78,"M",2003,0,5,"r2222"
39,68.87,68.93,"M",2004,1,5,"r2222"
40,67.58,67.68,"M",2005,2,5,"r2222"
42,NA,69.73,"M",2007,3,5,"r2222"
43,NA,64.37,"M",2008,4,5,"r2222"
29,80.33,82.37,"M",2004,0,3,"r2223"
30,74.98,75.7,"M",2005,1,3,"r2223"
32,NA,75.42,"M",2007,2,3,"r2223"
37,80.72,81.32,"M",2001,0,2,"r2224"
38,87.43,90.75,"M",2002,1,2,"r2224"
27,85.48,86.48,"M",2000,0,2,"r2225"
32,90.57,90.57,"M",2005,1,2,"r2225"
41,95.68,97.97,"M",2002,0,3,"r2226"
44,91.13,96.43,"M",2005,1,3,"r2226"
46,NA,95.82,"M",2007,2,3,"r2226"
34,NA,87.75,"M",2007,0,2,"r2227"
35,NA,86.27,"M",2008,1,2,"r2227"
27,80.43,83.2,"F",2002,0,2,"r2228"
30,72.27,72.55,"F",2005,1,2,"r2228"
27,102.2,102.2,"F",2005,0,2,"r2229"
29,NA,NA,"F",2007,1,2,"r2229"
28,91.03,96.45,"F",2003,0,2,"r2230"
29,100.3,105,"F",2004,1,2,"r2230"
28,98.78,100.6,"F",2004,0,2,"r2231"
29,93.47,97.07,"F",2005,1,2,"r2231"
28,95.88,101.2,"F",2001,0,2,"r2232"
30,93.18,94.07,"F",2003,1,2,"r2232"
55,NA,86.17,"F",1999,0,4,"r2233"
56,86.4,89.77,"F",2000,1,4,"r2233"
57,88.82,89.8,"F",2001,2,4,"r2233"
58,91.65,93.75,"F",2002,3,4,"r2233"
26,NA,87.98,"F",2007,0,2,"r2234"
27,NA,84.78,"F",2008,1,2,"r2234"
34,122.6,126.6,"F",2001,0,4,"r2235"
35,108.5,111.2,"F",2002,1,4,"r2235"
36,118.7,122.6,"F",2003,2,4,"r2235"
37,122.6,130.2,"F",2004,3,4,"r2235"
28,NA,102.6,"F",2007,0,2,"r2236"
29,NA,103.9,"F",2008,1,2,"r2236"
44,NA,100.1,"F",1999,0,8,"r2237"
45,102.4,103.2,"F",2000,1,8,"r2237"
47,101.6,102.4,"F",2002,2,8,"r2237"
48,125.1,127.7,"F",2003,3,8,"r2237"
49,112.5,115.6,"F",2004,4,8,"r2237"
50,104.6,106.4,"F",2005,5,8,"r2237"
52,NA,124.3,"F",2007,6,8,"r2237"
53,NA,113.2,"F",2008,7,8,"r2237"
35,95.53,98.45,"F",2004,0,3,"r2238"
36,97.6,102.7,"F",2005,1,3,"r2238"
38,NA,124.1,"F",2007,2,3,"r2238"
23,NA,94.6,"F",2007,0,2,"r2239"
24,NA,90.78,"F",2008,1,2,"r2239"
18,87.62,89.38,"F",2001,0,2,"r2240"
19,97.02,99.75,"F",2002,1,2,"r2240"
29,90.45,92.43,"F",2000,0,3,"r2241"
30,84.75,89.38,"F",2001,1,3,"r2241"
31,90.48,95.02,"F",2002,2,3,"r2241"
22,NA,97.22,"F",1999,0,3,"r2242"
25,88.7,93.58,"F",2002,1,3,"r2242"
26,88.33,93.33,"F",2003,2,3,"r2242"
23,97.82,104.7,"F",2004,0,3,"r2243"
24,76.15,78.98,"F",2005,1,3,"r2243"
27,NA,89.02,"F",2008,2,3,"r2243"
49,NA,82.9,"F",1999,0,2,"r2244"
50,84.95,85.48,"F",2000,1,2,"r2244"
27,88.23,90.3,"F",2004,0,2,"r2245"
28,85.87,87.03,"F",2005,1,2,"r2245"
27,79.08,80.63,"F",2000,0,4,"r2246"
28,78.52,79.67,"F",2001,1,4,"r2246"
31,90.52,94.75,"F",2004,2,4,"r2246"
32,89.88,91.85,"F",2005,3,4,"r2246"
29,78.48,81.05,"F",2000,0,8,"r2247"
30,75.85,86.45,"F",2001,1,8,"r2247"
31,72.13,72.6,"F",2002,2,8,"r2247"
32,78.8,80.03,"F",2003,3,8,"r2247"
33,74.67,76,"F",2004,4,8,"r2247"
34,74.47,75.02,"F",2005,5,8,"r2247"
36,NA,70.7,"F",2007,6,8,"r2247"
37,NA,71.1,"F",2008,7,8,"r2247"
31,97.32,104.8,"F",2005,0,2,"r2248"
32,103.8,111.7,"F",2006,1,2,"r2248"
52,NA,105.7,"F",1999,0,7,"r2249"
53,98.45,101.7,"F",2000,1,7,"r2249"
54,101.6,107,"F",2001,2,7,"r2249"
55,109,114,"F",2002,3,7,"r2249"
56,100,105.9,"F",2003,4,7,"r2249"
58,106.1,114.5,"F",2005,5,7,"r2249"
61,NA,114.2,"F",2008,6,7,"r2249"
27,NA,106,"F",1999,0,2,"r2250"
32,97.2,104.4,"F",2004,1,2,"r2250"
28,NA,96.63,"F",2007,0,2,"r2251"
29,NA,104.3,"F",2008,1,2,"r2251"
32,NA,97.62,"F",2007,0,2,"r2252"
33,NA,89.03,"F",2008,1,2,"r2252"
23,90.72,97.92,"F",2004,0,2,"r2253"
24,97.03,101.5,"F",2005,1,2,"r2253"
30,NA,98.6,"F",2007,0,2,"r2254"
31,NA,96,"F",2008,1,2,"r2254"
20,95.95,100,"F",2003,0,2,"r2255"
24,NA,84.15,"F",2007,1,2,"r2255"
36,88.23,94.63,"F",2002,0,3,"r2256"
37,75.9,76.83,"F",2003,1,3,"r2256"
39,76.12,79.72,"F",2005,2,3,"r2256"
25,NA,91.35,"F",1999,0,3,"r2257"
26,97.68,102.3,"F",2000,1,3,"r2257"
27,93.27,95.87,"F",2001,2,3,"r2257"
35,103.6,106.3,"F",2002,0,2,"r2258"
38,114.9,121.4,"F",2005,1,2,"r2258"
29,86.12,90.53,"F",2001,0,4,"r2259"
30,86.9,91.02,"F",2002,1,4,"r2259"
32,87.78,91.57,"F",2004,2,4,"r2259"
33,90.12,95.08,"F",2005,3,4,"r2259"
25,71.53,72.13,"F",2003,0,2,"r2260"
26,69.72,70.2,"F",2004,1,2,"r2260"
48,NA,110,"F",1999,0,2,"r2261"
49,102.9,106.1,"F",2000,1,2,"r2261"
27,102.8,108.6,"F",2002,0,2,"r2262"
30,95.32,97.65,"F",2005,1,2,"r2262"
25,NA,105.3,"F",1999,0,5,"r2263"
26,101.8,105.4,"F",2000,1,5,"r2263"
27,111,117.4,"F",2001,2,5,"r2263"
29,97.77,100.6,"F",2003,3,5,"r2263"
31,106.9,113.3,"F",2005,4,5,"r2263"
38,98.05,103,"F",2001,0,7,"r2264"
39,89.17,92.5,"F",2002,1,7,"r2264"
40,92.55,98.78,"F",2003,2,7,"r2264"
41,96.45,104,"F",2004,3,7,"r2264"
42,99.97,105.8,"F",2005,4,7,"r2264"
44,NA,100,"F",2007,5,7,"r2264"
45,NA,110,"F",2008,6,7,"r2264"
42,104.3,107.6,"F",2003,0,2,"r2265"
44,101,104.6,"F",2005,1,2,"r2265"
49,105.3,107,"F",2001,0,2,"r2266"
50,103.1,105.7,"F",2002,1,2,"r2266"
35,91.98,97.62,"F",2003,0,2,"r2267"
36,95.62,103.3,"F",2004,1,2,"r2267"
42,83.65,84.45,"F",2002,0,3,"r2268"
44,83.15,84.43,"F",2004,1,3,"r2268"
47,NA,84.13,"F",2007,2,3,"r2268"
24,86.63,91.7,"F",2001,0,2,"r2269"
27,89.48,94.28,"F",2004,1,2,"r2269"
30,96.77,98.4,"F",2001,0,2,"r2270"
31,93.83,98.38,"F",2002,1,2,"r2270"
25,NA,72.68,"F",1999,0,4,"r2271"
26,103.4,108,"F",2000,1,4,"r2271"
27,86.27,97.07,"F",2001,2,4,"r2271"
31,107.5,107.5,"F",2005,3,4,"r2271"
39,124.2,132.3,"F",2005,0,3,"r2272"
41,NA,NA,"F",2007,1,3,"r2272"
42,NA,109.7,"F",2008,2,3,"r2272"
34,105.4,108.6,"F",2003,0,2,"r2273"
35,109.3,116.6,"F",2004,1,2,"r2273"
33,NA,83.25,"F",2007,0,2,"r2274"
34,NA,74.93,"F",2008,1,2,"r2274"
25,91.1,95.32,"F",2005,0,2,"r2275"
27,NA,86.07,"F",2007,1,2,"r2275"
24,100.9,107,"F",2005,0,2,"r2276"
27,NA,99.43,"F",2008,1,2,"r2276"
28,NA,101.8,"F",1999,0,8,"r2277"
29,103.7,106.9,"F",2000,1,8,"r2277"
30,103.6,107.7,"F",2001,2,8,"r2277"
31,100.7,104.1,"F",2002,3,8,"r2277"
32,104.4,109.4,"F",2003,4,8,"r2277"
33,102.4,109.9,"F",2004,5,8,"r2277"
34,100.8,104.6,"F",2005,6,8,"r2277"
36,NA,111.6,"F",2007,7,8,"r2277"
41,NA,103.2,"F",1999,0,6,"r2278"
42,111,114,"F",2000,1,6,"r2278"
43,112.2,115.7,"F",2001,2,6,"r2278"
44,117.4,120.3,"F",2002,3,6,"r2278"
47,150.1,158.2,"F",2005,4,6,"r2278"
49,NA,89.77,"F",2007,5,6,"r2278"
44,NA,105.1,"F",1999,0,2,"r2279"
46,107.1,111.7,"F",2001,1,2,"r2279"
32,NA,86.75,"F",1999,0,2,"r2280"
33,82.73,85.18,"F",2000,1,2,"r2280"
42,90.87,97.37,"F",2004,0,4,"r2281"
43,96.17,101.2,"F",2005,1,4,"r2281"
45,NA,88.4,"F",2007,2,4,"r2281"
46,NA,97.18,"F",2008,3,4,"r2281"
30,NA,108.6,"F",2007,0,2,"r2282"
31,NA,130.6,"F",2008,1,2,"r2282"
42,NA,103.8,"F",2007,0,2,"r2283"
43,NA,110,"F",2008,1,2,"r2283"
30,76.85,78.03,"F",2001,0,2,"r2284"
32,81.38,83.82,"F",2003,1,2,"r2284"
27,NA,83.1,"F",1999,0,2,"r2285"
32,76.92,79.23,"F",2004,1,2,"r2285"
26,94.7,98.85,"F",2005,0,3,"r2286"
28,NA,99.02,"F",2007,1,3,"r2286"
29,NA,104,"F",2008,2,3,"r2286"
44,89.17,90.4,"F",2004,0,2,"r2287"
45,91.4,97.88,"F",2005,1,2,"r2287"
32,69.92,70.15,"F",2001,0,3,"r2288"
35,86.68,86.9,"F",2004,1,3,"r2288"
36,69.33,69.48,"F",2005,2,3,"r2288"
36,84.12,87.85,"F",2001,0,2,"r2289"
37,95.92,98.33,"F",2002,1,2,"r2289"
32,135.2,138.9,"F",2000,0,3,"r2290"
33,103.7,107.2,"F",2001,1,3,"r2290"
37,163.7,163.7,"F",2005,2,3,"r2290"
29,98.67,102.9,"F",2000,0,4,"r2291"
30,99.13,101.9,"F",2001,1,4,"r2291"
31,97.78,103,"F",2002,2,4,"r2291"
32,99.2,104.3,"F",2003,3,4,"r2291"
41,NA,69.6,"F",1999,0,2,"r2292"
44,76.68,77.12,"F",2002,1,2,"r2292"
39,105,107.7,"F",2000,0,2,"r2293"
40,75.75,75.88,"F",2001,1,2,"r2293"
25,95.78,98.15,"F",2006,0,2,"r2294"
26,NA,92.97,"F",2007,1,2,"r2294"
47,NA,114.4,"F",1999,0,4,"r2295"
48,118.7,122.8,"F",2000,1,4,"r2295"
49,116,121.6,"F",2001,2,4,"r2295"
52,115.8,121.4,"F",2004,3,4,"r2295"
24,84.1,88.8,"F",2004,0,2,"r2296"
25,96.87,99.7,"F",2005,1,2,"r2296"
31,104.7,107.4,"F",2001,0,4,"r2297"
35,102.8,106.4,"F",2005,1,4,"r2297"
37,NA,97.83,"F",2007,2,4,"r2297"
38,NA,94.87,"F",2008,3,4,"r2297"
24,NA,63.05,"F",2007,0,2,"r2298"
25,NA,66.52,"F",2008,1,2,"r2298"
31,NA,94.77,"F",2007,0,2,"r2299"
32,NA,91.93,"F",2008,1,2,"r2299"
36,95.78,100.9,"F",2003,0,2,"r2300"
38,106.2,112.2,"F",2005,1,2,"r2300"
25,118.6,125.3,"F",2004,0,2,"r2301"
29,NA,105.1,"F",2008,1,2,"r2301"
24,106.9,110.1,"F",2001,0,4,"r2302"
26,106.9,109.1,"F",2003,1,4,"r2302"
28,82.35,87.72,"F",2005,2,4,"r2302"
30,NA,81.42,"F",2007,3,4,"r2302"
38,105.5,112.2,"F",2003,0,2,"r2303"
40,100.5,104.6,"F",2005,1,2,"r2303"
27,85.25,86.88,"F",2005,0,2,"r2304"
29,NA,83.13,"F",2007,1,2,"r2304"
22,81.82,85.1,"F",2000,0,2,"r2305"
23,80.9,82.13,"F",2001,1,2,"r2305"
24,NA,93.25,"F",2007,0,2,"r2306"
25,NA,89.85,"F",2008,1,2,"r2306"
35,81.45,83.08,"F",2002,0,2,"r2307"
36,81.78,82.85,"F",2003,1,2,"r2307"
52,87.7,91.58,"F",2003,0,2,"r2308"
53,88.07,89.95,"F",2004,1,2,"r2308"
28,75.02,77.33,"F",2001,0,2,"r2309"
29,79.55,83.47,"F",2002,1,2,"r2309"
37,NA,87.83,"F",2007,0,2,"r2310"
38,NA,87.12,"F",2008,1,2,"r2310"
34,86.48,89.23,"M",2006,0,3,"r2311"
35,NA,86.1,"M",2007,1,3,"r2311"
36,NA,83.28,"M",2008,2,3,"r2311"
37,81.17,83.12,"M",2003,0,4,"r2312"
39,92.18,92.18,"M",2005,1,4,"r2312"
41,NA,79.18,"M",2007,2,4,"r2312"
42,NA,81.52,"M",2008,3,4,"r2312"
28,59.03,59.13,"M",2006,0,2,"r2313"
28,61.78,61.9,"M",2006,1,2,"r2313"
32,65.52,66.47,"M",2003,0,2,"r2314"
33,67.22,67.53,"M",2004,1,2,"r2314"
23,60.35,60.67,"M",2001,0,3,"r2315"
25,58.08,58.17,"M",2003,1,3,"r2315"
30,NA,54.5,"M",2008,2,3,"r2315"
34,79.9,82.95,"M",2002,0,2,"r2316"
40,NA,88.43,"M",2008,1,2,"r2316"
31,97.07,103,"M",2005,0,2,"r2317"
33,NA,83.78,"M",2007,1,2,"r2317"
48,75.42,75.92,"M",2000,0,3,"r2318"
49,76.8,81.68,"M",2001,1,3,"r2318"
50,84.97,86.63,"M",2002,2,3,"r2318"
30,81.67,83.08,"M",2000,0,3,"r2319"
31,83.65,85.68,"M",2001,1,3,"r2319"
33,82.32,83.65,"M",2003,2,3,"r2319"
45,68.88,69.63,"M",2005,0,2,"r2320"
47,NA,68.82,"M",2007,1,2,"r2320"
26,68.05,69.25,"M",2004,0,2,"r2321"
27,61.95,62.08,"M",2005,1,2,"r2321"
24,63.45,63.98,"M",2001,0,2,"r2322"
26,65.6,65.9,"M",2003,1,2,"r2322"
26,70.82,71.3,"M",2002,0,2,"r2323"
29,78.5,78.5,"M",2005,1,2,"r2323"
35,77.68,78.1,"M",2001,0,2,"r2324"
36,69.08,69.92,"M",2002,1,2,"r2324"
33,NA,72.33,"M",1999,0,4,"r2325"
34,79.3,83,"M",2000,1,4,"r2325"
35,71.53,73.28,"M",2001,2,4,"r2325"
36,74.88,75.25,"M",2002,3,4,"r2325"
31,76.93,79.83,"M",2004,0,2,"r2326"
32,74.47,75.12,"M",2005,1,2,"r2326"
57,90.3,90.85,"M",2001,0,2,"r2327"
58,103.2,107,"M",2002,1,2,"r2327"
51,85.57,87.52,"M",2006,0,2,"r2328"
51,84.7,89.35,"M",2006,1,2,"r2328"
38,84.43,88.12,"M",2005,0,2,"r2329"
40,NA,82.13,"M",2007,1,2,"r2329"
31,105,111.9,"M",2004,0,2,"r2330"
34,NA,92.55,"M",2007,1,2,"r2330"
48,NA,87.13,"M",1999,0,4,"r2331"
50,81.73,82.57,"M",2001,1,4,"r2331"
51,84.72,85.97,"M",2002,2,4,"r2331"
53,96.28,100.4,"M",2004,3,4,"r2331"
52,NA,76.08,"M",2007,0,2,"r2332"
53,NA,94.92,"M",2008,1,2,"r2332"
44,NA,95.03,"M",1999,0,3,"r2333"
45,79.28,82,"M",2000,1,3,"r2333"
52,NA,77.63,"M",2007,2,3,"r2333"
25,74.67,76.93,"M",2004,0,2,"r2334"
26,84.18,84.18,"M",2005,1,2,"r2334"
24,70.47,71.4,"M",2001,0,2,"r2335"
25,65.77,66.03,"M",2002,1,2,"r2335"
39,76.2,77.1,"M",2000,0,2,"r2336"
40,76.8,78.08,"M",2001,1,2,"r2336"
28,55.23,55.27,"M",2003,0,3,"r2337"
29,56.28,56.3,"M",2004,1,3,"r2337"
30,55.2,55.2,"M",2005,2,3,"r2337"
27,76.97,77.62,"M",2001,0,3,"r2338"
29,72.02,72.8,"M",2003,1,3,"r2338"
33,NA,106.4,"M",2007,2,3,"r2338"
31,73.53,73.53,"M",2003,0,2,"r2339"
32,73.92,74.8,"M",2004,1,2,"r2339"
12,105,109.6,"M",2001,0,2,"r2340"
13,108.6,113.4,"M",2002,1,2,"r2340"
32,99.2,103.2,"M",2003,0,2,"r2341"
36,NA,88.87,"M",2007,1,2,"r2341"
35,74.02,75.37,"M",2000,0,2,"r2342"
36,81.13,83.22,"M",2001,1,2,"r2342"
32,NA,85.85,"M",1999,0,2,"r2343"
33,84.85,86.15,"M",2000,1,2,"r2343"
31,69.42,69.67,"M",2002,0,3,"r2344"
32,83.08,85.75,"M",2003,1,3,"r2344"
34,72.05,73.73,"M",2005,2,3,"r2344"
26,88.22,90.27,"M",2004,0,2,"r2345"
27,86.58,88.52,"M",2005,1,2,"r2345"
35,76.17,78.42,"M",2001,0,2,"r2346"
37,83.37,84.1,"M",2003,1,2,"r2346"
33,81.73,83.08,"M",2000,0,2,"r2347"
34,86.65,89.65,"M",2001,1,2,"r2347"
31,68.82,70.07,"M",2004,0,2,"r2348"
32,64.07,64.3,"M",2005,1,2,"r2348"
36,80,82.23,"M",2003,0,3,"r2349"
38,79.5,80.43,"M",2005,1,3,"r2349"
40,NA,84.62,"M",2007,2,3,"r2349"
26,NA,78.53,"M",2007,0,2,"r2350"
27,NA,77.88,"M",2008,1,2,"r2350"
54,NA,88.58,"M",1999,0,2,"r2351"
57,80.78,81.87,"M",2002,1,2,"r2351"
25,NA,58.9,"M",2007,0,2,"r2352"
25,NA,87.17,"M",2007,1,2,"r2352"
29,84.88,85.33,"M",2002,0,6,"r2353"
30,87.53,88.1,"M",2003,1,6,"r2353"
31,90.15,90.8,"M",2004,2,6,"r2353"
32,101.1,107.9,"M",2005,3,6,"r2353"
34,NA,100.2,"M",2007,4,6,"r2353"
35,NA,99.67,"M",2008,5,6,"r2353"
34,88.72,90.15,"M",2003,0,2,"r2354"
38,NA,76.58,"M",2007,1,2,"r2354"
26,90.45,96.83,"M",2004,0,4,"r2355"
27,92.32,98.73,"M",2005,1,4,"r2355"
29,NA,107.7,"M",2007,2,4,"r2355"
30,NA,110.1,"M",2008,3,4,"r2355"
58,NA,84.9,"M",1999,0,3,"r2356"
62,77.63,79.28,"M",2003,1,3,"r2356"
64,NA,NA,"M",2005,2,3,"r2356"
46,67.88,68.43,"M",2005,0,2,"r2357"
48,NA,70.75,"M",2007,1,2,"r2357"
38,NA,89.28,"M",2007,0,2,"r2358"
39,NA,86.6,"M",2008,1,2,"r2358"
31,92.22,93.37,"M",2000,0,2,"r2359"
33,92.43,94.53,"M",2002,1,2,"r2359"
34,103.8,105.6,"M",2003,0,2,"r2360"
35,102.4,105.6,"M",2004,1,2,"r2360"
37,91.1,94.2,"M",2004,0,3,"r2361"
40,NA,85.7,"M",2007,1,3,"r2361"
41,NA,102.2,"M",2008,2,3,"r2361"
40,55.4,55.42,"M",2006,0,2,"r2362"
40,86.48,90.48,"M",2006,1,2,"r2362"
28,77.42,77.57,"M",2006,0,2,"r2363"
28,96.75,103.4,"M",2006,1,2,"r2363"
25,82.03,84.92,"M",2006,0,2,"r2364"
25,96.87,106.3,"M",2006,1,2,"r2364"
29,NA,70.85,"M",2007,0,2,"r2365"
30,NA,73.37,"M",2008,1,2,"r2365"
20,71.27,71.72,"M",2002,0,2,"r2366"
21,67.98,68.23,"M",2003,1,2,"r2366"
37,90.02,96.47,"M",2003,0,3,"r2367"
38,86.12,91.58,"M",2004,1,3,"r2367"
39,90,96.98,"M",2005,2,3,"r2367"
27,75.65,76.37,"M",2000,0,5,"r2368"
31,89.35,89.95,"M",2004,1,5,"r2368"
32,94.38,101.1,"M",2005,2,5,"r2368"
34,NA,81.68,"M",2007,3,5,"r2368"
35,NA,73.62,"M",2008,4,5,"r2368"
44,NA,74.5,"M",1999,0,3,"r2369"
45,75.32,75.68,"M",2000,1,3,"r2369"
48,85.25,88.72,"M",2003,2,3,"r2369"
37,72.15,73.35,"M",2001,0,2,"r2370"
38,105.9,110.6,"M",2002,1,2,"r2370"
44,NA,82.98,"M",2007,0,2,"r2371"
45,NA,77.72,"M",2008,1,2,"r2371"
23,94.42,101.6,"M",2004,0,2,"r2372"
24,98.32,102.9,"M",2005,1,2,"r2372"
42,NA,85.33,"M",1999,0,3,"r2373"
43,84.6,85.58,"M",2000,1,3,"r2373"
44,100.3,104.9,"M",2001,2,3,"r2373"
32,90.87,92.13,"M",2002,0,2,"r2374"
33,104.5,110.6,"M",2003,1,2,"r2374"
38,NA,79.45,"M",2007,0,2,"r2375"
39,NA,79.95,"M",2008,1,2,"r2375"
28,NA,90.22,"M",2007,0,3,"r2376"
29,NA,75.23,"M",2008,1,3,"r2376"
29,NA,81.22,"M",2008,2,3,"r2376"
31,95.33,101,"M",2002,0,4,"r2377"
32,96.98,100.9,"M",2003,1,4,"r2377"
34,107.5,114.4,"M",2005,2,4,"r2377"
36,NA,108.1,"M",2007,3,4,"r2377"
38,74.42,75.35,"M",2003,0,3,"r2378"
39,61.72,61.87,"M",2004,1,3,"r2378"
40,57.58,57.63,"M",2005,2,3,"r2378"
35,NA,101,"M",2007,0,2,"r2379"
36,NA,102.3,"M",2008,1,2,"r2379"
31,81.68,86.75,"M",2004,0,2,"r2380"
32,87.58,91.47,"M",2005,1,2,"r2380"
30,84.6,86.12,"M",2000,0,3,"r2381"
31,87.72,92.45,"M",2001,1,3,"r2381"
33,88.1,91.35,"M",2003,2,3,"r2381"
24,82.38,86.35,"M",2003,0,2,"r2382"
26,91.97,99.92,"M",2005,1,2,"r2382"
40,86.45,86.58,"M",2004,0,3,"r2383"
41,83.62,87.25,"M",2005,1,3,"r2383"
43,NA,77.18,"M",2007,2,3,"r2383"
29,97.82,101.7,"M",2000,0,3,"r2384"
30,98.27,101.6,"M",2001,1,3,"r2384"
33,103.3,107.8,"M",2004,2,3,"r2384"
32,73.9,74.25,"M",2000,0,3,"r2385"
34,87.17,88.05,"M",2002,1,3,"r2385"
35,87,88.68,"M",2003,2,3,"r2385"
33,NA,73.7,"M",1999,0,2,"r2386"
34,62.12,62.92,"M",2000,1,2,"r2386"
33,NA,62.12,"M",1999,0,4,"r2387"
35,67.1,67.47,"M",2001,1,4,"r2387"
36,65.05,65.2,"M",2002,2,4,"r2387"
37,65.65,65.9,"M",2003,3,4,"r2387"
35,63.83,64,"M",2004,0,3,"r2388"
36,64.88,65.07,"M",2005,1,3,"r2388"
38,NA,64.88,"M",2007,2,3,"r2388"
55,NA,86.7,"M",1999,0,9,"r2389"
56,84.27,85.22,"M",2000,1,9,"r2389"
57,83.87,84.72,"M",2001,2,9,"r2389"
58,89.57,91.95,"M",2002,3,9,"r2389"
59,91.22,92.87,"M",2003,4,9,"r2389"
60,90.45,91.32,"M",2004,5,9,"r2389"
61,100,104.2,"M",2005,6,9,"r2389"
63,NA,92.77,"M",2007,7,9,"r2389"
64,NA,94.17,"M",2008,8,9,"r2389"
18,68.73,69.05,"M",2002,0,2,"r2390"
24,NA,65.58,"M",2008,1,2,"r2390"
23,77.12,77.72,"M",2004,0,2,"r2391"
24,77,77,"M",2005,1,2,"r2391"
27,NA,94.65,"M",2007,0,2,"r2392"
28,NA,86.85,"M",2008,1,2,"r2392"
26,82.57,84.57,"M",2001,0,2,"r2393"
30,97.23,104.8,"M",2005,1,2,"r2393"
30,73.17,76.28,"M",2002,0,3,"r2394"
32,64.43,65.35,"M",2004,1,3,"r2394"
36,NA,62.25,"M",2008,2,3,"r2394"
44,84.6,88.75,"M",2004,0,3,"r2395"
45,81.27,88.67,"M",2005,1,3,"r2395"
47,NA,79.27,"M",2007,2,3,"r2395"
23,71,74.33,"M",2001,0,2,"r2396"
29,NA,70.72,"M",2007,1,2,"r2396"
34,NA,71.53,"M",1999,0,5,"r2397"
35,73.4,74.08,"M",2000,1,5,"r2397"
36,69.97,70.57,"M",2001,2,5,"r2397"
37,71.75,72.52,"M",2002,3,5,"r2397"
40,117.7,124.6,"M",2005,4,5,"r2397"
39,NA,70.57,"M",1999,0,3,"r2398"
40,72.32,72.62,"M",2000,1,3,"r2398"
41,73.55,74.73,"M",2001,2,3,"r2398"
23,82.03,85.77,"M",2003,0,3,"r2399"
24,77.05,79.8,"M",2004,1,3,"r2399"
25,94.13,102.3,"M",2005,2,3,"r2399"
27,98.55,102.1,"F",2000,0,2,"r2400"
28,93.75,97.55,"F",2001,1,2,"r2400"
24,89.03,90.73,"F",2002,0,2,"r2401"
25,95.55,98.28,"F",2003,1,2,"r2401"
30,111.3,115.6,"F",2006,0,3,"r2402"
31,NA,111.3,"F",2007,1,3,"r2402"
32,NA,110.1,"F",2008,2,3,"r2402"
25,99.53,107.7,"F",2001,0,3,"r2403"
27,101.6,106.2,"F",2003,1,3,"r2403"
28,92.83,96.75,"F",2004,2,3,"r2403"
50,NA,84.97,"F",1999,0,6,"r2404"
52,78.73,78.92,"F",2001,1,6,"r2404"
53,80.72,80.83,"F",2002,2,6,"r2404"
55,81.88,81.98,"F",2004,3,6,"r2404"
56,84.77,84.88,"F",2005,4,6,"r2404"
59,NA,85.65,"F",2008,5,6,"r2404"
32,72.53,72.83,"F",2001,0,5,"r2405"
33,68.95,69.48,"F",2002,1,5,"r2405"
34,64.95,65.05,"F",2003,2,5,"r2405"
35,79.03,79.25,"F",2004,3,5,"r2405"
39,NA,68.93,"F",2008,4,5,"r2405"
30,NA,90.93,"F",1999,0,3,"r2406"
32,101.2,104,"F",2001,1,3,"r2406"
39,NA,112.2,"F",2008,2,3,"r2406"
57,115.3,123.9,"M",2006,0,2,"r2407"
59,NA,108.6,"M",2008,1,2,"r2407"
46,92.97,102.2,"M",2001,0,3,"r2408"
47,90.03,92.73,"M",2002,1,3,"r2408"
49,99.3,103,"M",2004,2,3,"r2408"
34,95.13,97.12,"M",2002,0,3,"r2409"
35,99.98,104.8,"M",2003,1,3,"r2409"
37,111.1,115.8,"M",2005,2,3,"r2409"
42,98.25,104.1,"M",2004,0,2,"r2410"
44,93.55,99.62,"M",2006,1,2,"r2410"
47,NA,55.18,"M",1999,0,6,"r2411"
48,55.5,55.55,"M",2000,1,6,"r2411"
50,56.17,56.18,"M",2002,2,6,"r2411"
51,56.15,56.15,"M",2003,3,6,"r2411"
52,56.98,57,"M",2004,4,6,"r2411"
55,NA,58.2,"M",2007,5,6,"r2411"
51,76.23,76.88,"M",2000,0,7,"r2412"
52,71.28,71.53,"M",2001,1,7,"r2412"
53,76.87,78.17,"M",2002,2,7,"r2412"
54,68.53,69.68,"M",2003,3,7,"r2412"
56,82.02,83.02,"M",2005,4,7,"r2412"
57,83.78,84.5,"M",2006,5,7,"r2412"
58,NA,82.63,"M",2007,6,7,"r2412"
55,85.17,86.43,"M",2001,0,3,"r2413"
56,85.47,88.13,"M",2002,1,3,"r2413"
57,86.28,91.73,"M",2003,2,3,"r2413"
58,72.98,73.03,"M",2001,0,2,"r2414"
59,75.07,75.12,"M",2002,1,2,"r2414"
